transaction_id,amount,transaction_type,channel,time_of_day_hour,account_age_days,daily_transaction_count,failed_login_attempts,distance_from_home_km,is_foreign_transaction,is_fraud
TXN-13734,119.9,Payment,Mobile_App,16,208,3,0,14.9,0,0
TXN-13735,213.42,Transfer,ATM,8,660,3,0,1948.8,0,0
TXN-13736,187.07,Cash_Out,Mobile_App,19,182,3,0,1496.9,0,0
TXN-13737,95.14,Debit,Mobile_App,18,98,2,1,4.6,0,0
TXN-13738,50.19,Debit,Mobile_App,8,745,2,0,5.0,0,0
TXN-13739,84.0,Cash_Out,Web_Browser,19,148,5,2,2.0,0,0
TXN-13740,36.24,Purchase,Web_Browser,10,210,3,2,6.7,0,0
TXN-13741,133.09,Debit,Mobile_App,6,120,2,0,9.8,0,1
TXN-13742,33.23,Debit,Mobile_App,15,327,4,0,13.8,0,0
TXN-13743,25.6,Payment,Mobile_App,15,1500,2,0,5.5,0,0
TXN-13744,141.22,Payment,Web_Browser,6,8,5,0,23.6,0,0
TXN-13745,12.92,Payment,Web_Browser,10,691,1,3,11.0,0,0
TXN-13746,30.03,Cash_Out,Mobile_App,23,2,2,0,15.2,0,0
TXN-13747,99.54,Transfer,Mobile_App,16,136,4,0,4.9,0,0
TXN-13748,50.09,Transfer,Mobile_App,16,56,3,2,25.2,0,0
TXN-13749,48.06,Purchase,Mobile_App,9,425,2,0,14.7,0,0
TXN-13750,19.1,Purchase,Web_Browser,6,16,2,0,29.7,0,0
TXN-13751,20.68,Purchase,Mobile_App,10,242,4,0,2.6,0,0
TXN-13752,4556.38,Payment,Mobile_App,9,105,2,1,1730.7,1,1
TXN-13753,7944.81,Cash_Out,Mobile_App,9,44,6,1,1370.1,1,1
TXN-13754,54.09,Payment,ATM,8,444,1,1,3.6,0,0
TXN-13755,170.09,Payment,POS_Terminal,14,74,4,0,7.5,0,0
TXN-13756,155.73,Payment,Mobile_App,11,76,5,0,33.7,0,0
TXN-13757,93.07,Payment,Mobile_App,18,97,4,0,12.2,0,0
TXN-13758,66.13,Transfer,Mobile_App,8,266,3,1,6.0,0,0
TXN-13759,50.27,Debit,Mobile_App,12,324,2,0,20.6,0,0
TXN-13760,8378.95,Payment,Mobile_App,1,6,2,0,0.3,0,1
TXN-13761,23.35,Debit,Web_Browser,13,84,4,0,6.9,0,0
TXN-13762,31.02,Transfer,Web_Browser,5,170,4,0,13.8,0,0
TXN-13763,12.11,Payment,POS_Terminal,21,122,5,0,13.1,0,0
TXN-13764,2792.28,Transfer,Mobile_App,17,647,4,0,14.0,0,1
TXN-13765,49.21,Payment,POS_Terminal,13,465,4,0,3.6,0,0
TXN-13766,331.75,Cash_Out,POS_Terminal,6,295,4,0,6.2,0,0
TXN-13767,32.06,Transfer,Mobile_App,14,124,2,0,40.2,0,0
TXN-13768,54.18,Payment,Mobile_App,17,362,2,0,54.7,0,0
TXN-13769,103.21,Payment,Mobile_App,8,557,2,0,5.6,0,0
TXN-13770,2461.97,Transfer,Mobile_App,14,272,5,0,15.5,0,1
TXN-13771,50.74,Purchase,Mobile_App,18,461,2,1,4.1,0,0
TXN-13772,269.99,Payment,Web_Browser,17,415,4,1,6.9,0,0
TXN-13773,23.65,Debit,Mobile_App,17,255,3,1,23.6,0,0
TXN-13774,96.79,Cash_Out,ATM,19,113,4,0,10.4,0,0
TXN-13775,36.9,Purchase,Mobile_App,20,411,3,1,28.4,0,0
TXN-13776,48.2,Debit,ATM,12,70,6,0,14.9,0,0
TXN-13777,68.9,Cash_Out,Mobile_App,14,454,6,2,14.9,0,0
TXN-13778,48.75,Cash_Out,POS_Terminal,17,490,1,0,0.5,0,0
TXN-13779,47.01,Purchase,Mobile_App,16,519,3,0,20.8,0,0
TXN-13780,6253.86,Transfer,Mobile_App,23,193,3,0,57.2,0,1
TXN-13781,122.21,Payment,POS_Terminal,1,65,5,1,9.6,0,0
TXN-13782,13.6,Payment,Mobile_App,11,32,2,0,2.6,0,0
TXN-13783,6586.84,Debit,Web_Browser,10,409,5,0,56.6,1,1
TXN-13784,49.67,Debit,Web_Browser,10,653,2,0,5.1,0,0
TXN-13785,125.52,Payment,Mobile_App,9,316,4,1,7.9,0,1
TXN-13786,6.16,Cash_Out,Mobile_App,16,47,2,1,1904.1,0,0
TXN-13787,52.76,Transfer,Web_Browser,6,820,4,0,1.8,0,0
TXN-13788,53.96,Payment,Mobile_App,16,1356,3,0,3.7,0,0
TXN-13789,24.67,Purchase,Web_Browser,16,171,2,0,11.9,1,0
TXN-13790,118.43,Payment,POS_Terminal,9,272,5,0,12.2,0,0
TXN-13791,31.23,Payment,Mobile_App,9,451,5,1,14.0,0,0
TXN-13792,24.78,Cash_Out,Mobile_App,15,400,4,0,13.1,0,0
TXN-13793,39.5,Debit,Web_Browser,17,1031,3,0,10.3,0,0
TXN-13794,128.96,Payment,Mobile_App,19,37,2,0,24.3,0,0
TXN-13795,69.72,Cash_Out,Mobile_App,18,261,8,0,40.7,0,1
TXN-13796,77.54,Transfer,Mobile_App,21,354,5,0,4.7,0,0
TXN-13797,107.84,Payment,Web_Browser,14,663,4,0,2.1,0,0
TXN-13798,45.02,Payment,Mobile_App,19,622,5,0,8.3,0,0
TXN-13799,138.61,Cash_Out,Mobile_App,17,1146,4,2,0.4,1,0
TXN-13800,76.57,Payment,POS_Terminal,19,216,3,0,32.2,0,0
TXN-13801,115.66,Purchase,Mobile_App,1,533,1,0,4.1,0,0
TXN-13802,27.12,Debit,Mobile_App,21,168,5,0,12.0,0,0
TXN-13803,59.54,Purchase,ATM,13,165,5,1,1.8,0,0
TXN-13804,128.08,Payment,Web_Browser,17,88,4,0,12.1,0,0
TXN-13805,282.34,Purchase,POS_Terminal,7,512,2,0,1885.3,0,1
TXN-13806,140.57,Transfer,Mobile_App,12,1277,5,0,22.0,0,0
TXN-13807,146.57,Payment,POS_Terminal,10,89,2,0,46.7,0,0
TXN-13808,13.45,Payment,Mobile_App,10,18,6,0,5.5,0,0
TXN-13809,41.81,Payment,Mobile_App,7,508,3,0,271.5,0,0
TXN-13810,95.49,Cash_Out,Mobile_App,17,291,2,0,8.9,0,0
TXN-13811,15.92,Transfer,Mobile_App,0,964,4,0,14.5,0,0
TXN-13812,81.37,Payment,POS_Terminal,10,88,3,0,3.1,0,0
TXN-13813,39.32,Cash_Out,Mobile_App,8,23,4,2,24.4,0,0
TXN-13814,41.28,Payment,Web_Browser,14,204,4,1,3.3,0,0
TXN-13815,58.26,Cash_Out,Web_Browser,9,27,3,0,0.1,0,0
TXN-13816,2558.55,Transfer,Web_Browser,10,92,3,0,1653.1,0,1
TXN-13817,113.37,Debit,Mobile_App,13,41,3,0,1648.6,0,0
TXN-13818,18.59,Debit,Web_Browser,15,77,6,0,18.0,0,0
TXN-13819,140.46,Transfer,Mobile_App,7,34,1,4,2.7,0,0
TXN-13820,102.8,Transfer,Mobile_App,8,924,3,0,25.5,1,0
TXN-13821,42.55,Transfer,ATM,9,98,5,1,9.5,0,0
TXN-13822,2145.53,Debit,Mobile_App,21,177,5,2,12.5,1,1
TXN-13823,10.3,Payment,Mobile_App,12,687,2,0,3.1,0,0
TXN-13824,64.4,Payment,POS_Terminal,14,340,2,0,354.8,0,0
TXN-13825,31.28,Payment,Mobile_App,9,289,5,0,15.0,0,0
TXN-13826,19.2,Transfer,Web_Browser,13,367,5,0,4.4,0,0
TXN-13827,12.38,Transfer,Mobile_App,6,530,4,0,7.3,0,0
TXN-13828,102.68,Debit,Mobile_App,3,631,1,0,9.8,0,0
TXN-13829,91.05,Payment,Mobile_App,13,309,4,0,3.9,0,0
TXN-13830,181.03,Transfer,Mobile_App,12,663,4,1,23.8,0,0
TXN-13831,106.19,Debit,Mobile_App,7,230,7,3,42.1,0,0
TXN-13832,40.7,Debit,Web_Browser,16,98,2,0,8.5,0,0
TXN-13833,823.26,Transfer,Web_Browser,23,637,5,1,37.4,0,0
TXN-13834,150.64,Transfer,ATM,12,234,4,0,32.1,0,0
TXN-13835,17.28,Payment,Mobile_App,15,710,6,1,2.7,0,0
TXN-13836,6064.26,Purchase,Web_Browser,21,13,8,0,1143.9,0,1
TXN-13837,68.49,Payment,Web_Browser,18,153,4,2,9.7,0,1
TXN-13838,41.97,Purchase,ATM,12,886,4,0,11.2,0,0
TXN-13839,425.62,Cash_Out,Mobile_App,16,87,6,0,6.3,0,0
TXN-13840,40.86,Transfer,Web_Browser,7,852,3,0,5.6,0,1
TXN-13841,37.1,Payment,POS_Terminal,13,924,3,0,8.5,0,0
TXN-13842,114.57,Transfer,Mobile_App,10,642,2,0,17.6,0,0
TXN-13843,61.58,Transfer,POS_Terminal,8,249,5,1,1.3,0,0
TXN-13844,43.72,Payment,Mobile_App,12,313,2,0,18.6,0,0
TXN-13845,476.19,Cash_Out,Web_Browser,7,612,3,1,39.1,0,0
TXN-13846,253.71,Purchase,ATM,16,449,4,0,21.6,0,0
TXN-13847,13.33,Cash_Out,Web_Browser,12,299,3,2,3.2,0,0
TXN-13848,355.32,Debit,Mobile_App,13,1210,4,0,1.4,0,0
TXN-13849,45.66,Payment,Mobile_App,8,348,1,0,10.1,0,1
TXN-13850,169.79,Transfer,ATM,7,1113,2,0,47.0,0,0
TXN-13851,396.34,Payment,Mobile_App,14,18,4,0,25.6,0,0
TXN-13852,8353.08,Cash_Out,Mobile_App,22,45,2,4,12.4,0,1
TXN-13853,534.53,Purchase,Web_Browser,7,181,3,0,2.3,0,0
TXN-13854,128.19,Cash_Out,Mobile_App,10,146,2,0,18.8,0,0
TXN-13855,7551.93,Payment,Mobile_App,19,458,3,0,25.1,1,1
TXN-13856,149.82,Transfer,Mobile_App,6,53,1,0,41.0,0,0
TXN-13857,15.83,Cash_Out,Mobile_App,19,1121,6,0,14.2,0,0
TXN-13858,7928.52,Transfer,Web_Browser,13,114,4,2,10.8,0,1
TXN-13859,18.71,Debit,Web_Browser,12,169,2,0,14.5,1,0
TXN-13860,45.69,Debit,Web_Browser,10,97,3,0,43.0,0,0
TXN-13861,6609.25,Cash_Out,POS_Terminal,10,260,4,0,2267.2,0,1
TXN-13862,47.13,Transfer,POS_Terminal,10,19,3,0,4.5,0,0
TXN-13863,47.29,Payment,Web_Browser,19,49,5,0,15.2,0,0
TXN-13864,14.06,Payment,Mobile_App,16,411,5,0,31.8,0,0
TXN-13865,32.31,Transfer,Web_Browser,15,62,3,0,12.6,0,0
TXN-13866,289.5,Transfer,Mobile_App,17,81,2,0,10.5,0,0
TXN-13867,31.28,Cash_Out,Web_Browser,9,473,3,0,19.8,0,0
TXN-13868,38.68,Cash_Out,Web_Browser,15,30,3,0,16.2,1,0
TXN-13869,68.94,Payment,Mobile_App,12,173,4,0,0.9,0,0
TXN-13870,79.14,Transfer,ATM,17,8,4,0,19.4,0,0
TXN-13871,47.61,Payment,Mobile_App,10,128,3,0,7.9,0,0
TXN-13872,13.52,Payment,Web_Browser,15,361,3,0,42.4,0,0
TXN-13873,93.77,Debit,Mobile_App,19,29,4,0,53.0,0,0
TXN-13874,372.64,Payment,ATM,12,658,6,0,8.9,0,0
TXN-13875,342.33,Transfer,Mobile_App,5,721,1,3,2392.9,0,0
TXN-13876,26.64,Payment,Mobile_App,13,34,4,0,5.6,0,0
TXN-13877,81.64,Purchase,Mobile_App,11,1405,3,0,17.2,0,0
TXN-13878,685.27,Cash_Out,Mobile_App,15,106,4,0,1.2,0,0
TXN-13879,54.4,Payment,Mobile_App,20,27,3,0,2.3,0,0
TXN-13880,70.44,Transfer,Web_Browser,13,2,2,0,30.0,0,0
TXN-13881,12.26,Debit,Mobile_App,12,158,5,0,33.6,0,0
TXN-13882,154.78,Purchase,Mobile_App,15,299,2,1,11.4,1,0
TXN-13883,72.11,Payment,Mobile_App,7,122,3,0,6.2,0,0
TXN-13884,22.38,Purchase,POS_Terminal,9,544,1,0,9.0,0,0
TXN-13885,109.23,Purchase,Web_Browser,20,379,3,0,30.6,0,0
TXN-13886,145.2,Purchase,Web_Browser,15,130,7,0,3.6,0,0
TXN-13887,3984.69,Cash_Out,Web_Browser,1,398,4,0,5.2,0,1
TXN-13888,10.37,Cash_Out,Mobile_App,9,847,4,0,23.1,1,0
TXN-13889,62.75,Transfer,Mobile_App,16,30,4,0,41.1,1,0
TXN-13890,109.13,Debit,Mobile_App,17,110,3,0,1.5,0,0
TXN-13891,71.3,Transfer,POS_Terminal,18,187,2,0,24.4,0,0
TXN-13892,173.82,Cash_Out,ATM,10,207,1,0,15.5,0,0
TXN-13893,6353.16,Transfer,Mobile_App,20,235,4,0,3.9,0,1
TXN-13894,19.79,Debit,Mobile_App,14,108,1,0,21.1,0,0
TXN-13895,68.15,Debit,Mobile_App,16,331,3,0,19.5,0,0
TXN-13896,11.5,Payment,Mobile_App,14,311,4,0,2.3,0,0
TXN-13897,25.59,Debit,Web_Browser,7,259,4,1,10.5,0,0
TXN-13898,32.23,Transfer,Mobile_App,21,37,3,0,21.3,0,0
TXN-13899,150.9,Debit,ATM,7,195,4,0,3.2,0,0
TXN-13900,201.62,Transfer,Mobile_App,9,133,5,0,9.3,0,0
TXN-13901,112.59,Transfer,ATM,18,203,2,0,1.9,0,0
TXN-13902,355.85,Purchase,POS_Terminal,15,765,5,4,5.5,0,1
TXN-13903,221.29,Payment,POS_Terminal,18,197,4,0,3.7,0,0
TXN-13904,120.3,Debit,Web_Browser,13,5,5,1,10.6,0,0
TXN-13905,116.74,Transfer,Web_Browser,11,174,4,0,2.3,0,0
TXN-13906,30.37,Transfer,Web_Browser,20,516,3,1,7.2,0,0
TXN-13907,13.53,Payment,Web_Browser,3,455,5,0,4.8,0,0
TXN-13908,26.74,Cash_Out,Web_Browser,18,217,2,0,20.6,0,0
TXN-13909,126.67,Payment,ATM,9,87,2,1,18.0,0,0
TXN-13910,4579.85,Payment,Web_Browser,18,188,4,0,1999.1,0,1
TXN-13911,100.61,Payment,POS_Terminal,7,249,6,0,46.0,1,0
TXN-13912,8.77,Payment,POS_Terminal,14,1500,4,0,20.5,0,0
TXN-13913,92.37,Purchase,Mobile_App,19,310,3,0,14.4,0,0
TXN-13914,5612.69,Purchase,Mobile_App,13,356,2,0,9.7,0,1
TXN-13915,26.35,Transfer,Mobile_App,17,203,3,0,2.9,0,0
TXN-13916,288.92,Debit,Web_Browser,17,132,3,0,49.1,0,0
TXN-13917,469.29,Payment,POS_Terminal,16,503,6,0,0.1,0,0
TXN-13918,18.66,Cash_Out,Mobile_App,20,205,4,0,17.7,0,0
TXN-13919,43.35,Debit,Web_Browser,12,1500,2,0,10.6,0,0
TXN-13920,48.24,Purchase,Web_Browser,8,184,3,2,34.9,0,0
TXN-13921,114.11,Transfer,Mobile_App,5,22,2,0,7.2,0,0
TXN-13922,34.12,Debit,Web_Browser,9,345,2,0,11.0,0,0
TXN-13923,24.4,Payment,POS_Terminal,8,15,3,1,20.3,0,0
TXN-13924,73.19,Purchase,Mobile_App,14,87,2,0,0.7,0,0
TXN-13925,59.2,Payment,Web_Browser,8,131,5,0,0.8,0,0
TXN-13926,130.01,Cash_Out,Web_Browser,4,404,1,0,3.6,0,0
TXN-13927,5539.09,Cash_Out,Mobile_App,3,205,1,0,2.4,0,1
TXN-13928,44.49,Cash_Out,Mobile_App,18,9,4,0,0.1,0,1
TXN-13929,118.77,Payment,ATM,14,288,5,0,14.6,0,0
TXN-13930,51.38,Purchase,Mobile_App,11,160,2,2,23.8,0,0
TXN-13931,10.19,Payment,Mobile_App,19,765,3,0,47.2,0,0
TXN-13932,277.25,Cash_Out,Mobile_App,6,208,5,0,548.4,0,0
TXN-13933,50.18,Payment,Web_Browser,21,371,4,0,4.9,0,0
TXN-13934,51.09,Payment,Web_Browser,15,75,3,0,1061.9,0,0
TXN-13935,683.51,Transfer,Web_Browser,8,430,3,0,619.9,0,0
TXN-13936,451.55,Transfer,Mobile_App,16,383,4,0,14.7,0,0
TXN-13937,141.17,Payment,POS_Terminal,17,704,2,0,4.8,0,0
TXN-13938,18.43,Payment,Mobile_App,12,11,2,0,35.9,0,0
TXN-13939,215.99,Transfer,Mobile_App,18,178,3,0,2.9,1,0
TXN-13940,9.29,Debit,Mobile_App,8,342,3,0,0.7,0,0
TXN-13941,62.55,Purchase,Mobile_App,10,31,3,0,23.9,1,0
TXN-13942,34.32,Payment,POS_Terminal,6,159,3,0,12.4,0,0
TXN-13943,27.07,Transfer,ATM,9,855,3,0,4.2,0,0
TXN-13944,68.84,Payment,Mobile_App,9,172,2,1,16.7,0,0
TXN-13945,100.79,Payment,POS_Terminal,20,1269,2,0,21.8,0,0
TXN-13946,119.86,Cash_Out,POS_Terminal,6,18,4,0,27.9,0,0
TXN-13947,50.33,Cash_Out,ATM,12,380,2,0,5.0,0,1
TXN-13948,44.25,Payment,Mobile_App,13,261,4,0,0.4,0,0
TXN-13949,128.27,Payment,Web_Browser,19,209,5,0,10.7,1,0
TXN-13950,131.41,Payment,Mobile_App,23,1061,7,2,29.1,1,0
TXN-13951,62.67,Debit,POS_Terminal,17,42,4,2,3.5,0,0
TXN-13952,22.98,Purchase,Mobile_App,21,680,4,1,8.2,0,0
TXN-13953,10.07,Payment,Web_Browser,17,353,3,0,4.4,0,0
TXN-13954,105.58,Payment,Mobile_App,21,90,3,0,0.2,0,0
TXN-13955,144.43,Purchase,Mobile_App,16,696,3,1,34.3,1,0
TXN-13956,44.57,Purchase,Web_Browser,6,169,2,0,2.2,0,0
TXN-13957,79.29,Transfer,POS_Terminal,12,505,1,0,21.8,0,0
TXN-13958,204.4,Payment,Web_Browser,15,148,2,0,6.4,0,0
TXN-13959,407.87,Payment,POS_Terminal,11,572,3,1,4.9,0,0
TXN-13960,36.77,Cash_Out,Mobile_App,10,304,4,0,42.5,0,0
TXN-13961,1924.05,Transfer,Web_Browser,14,46,2,0,16.1,0,1
TXN-13962,85.99,Payment,Mobile_App,20,315,7,1,17.4,0,0
TXN-13963,7248.08,Cash_Out,Mobile_App,3,64,3,0,21.4,0,1
TXN-13964,6.4,Payment,Web_Browser,17,160,3,0,6.3,1,0
TXN-13965,14.37,Debit,Web_Browser,16,57,4,0,12.4,0,0
TXN-13966,41.47,Payment,Web_Browser,21,7,2,0,4.7,0,0
TXN-13967,26.47,Payment,Web_Browser,20,72,4,0,1699.9,0,0
TXN-13968,24.15,Cash_Out,Web_Browser,17,231,4,0,13.7,0,0
TXN-13969,57.46,Transfer,Mobile_App,13,198,3,0,4.2,0,0
TXN-13970,53.8,Purchase,Mobile_App,9,209,4,0,34.5,0,0
TXN-13971,25.63,Transfer,Web_Browser,14,86,2,1,1978.2,1,0
TXN-13972,10.87,Payment,Mobile_App,17,347,3,0,10.2,0,0
TXN-13973,82.11,Debit,Mobile_App,19,366,4,1,0.5,0,0
TXN-13974,156.63,Payment,Mobile_App,17,133,5,0,36.1,0,0
TXN-13975,29.41,Purchase,Web_Browser,8,640,4,0,45.6,0,0
TXN-13976,37.16,Transfer,Mobile_App,14,310,1,0,12.4,0,0
TXN-13977,123.06,Transfer,Web_Browser,11,375,6,0,8.8,0,0
TXN-13978,155.77,Payment,Web_Browser,0,98,6,0,6.7,1,0
TXN-13979,3272.74,Transfer,Mobile_App,9,1,5,0,4.7,0,1
TXN-13980,49.22,Debit,POS_Terminal,7,602,4,2,12.8,0,0
TXN-13981,238.67,Debit,Web_Browser,18,519,8,0,2.1,0,0
TXN-13982,131.24,Payment,Web_Browser,10,40,4,1,37.7,0,0
TXN-13983,17.46,Payment,Web_Browser,10,141,3,0,2.9,0,0
TXN-13984,9.81,Debit,Mobile_App,21,325,6,0,20.5,0,0
TXN-13985,41.38,Purchase,Web_Browser,11,317,3,0,5.5,0,0
TXN-13986,20.78,Payment,Mobile_App,1,591,2,0,3.8,0,0
TXN-13987,87.16,Transfer,ATM,10,46,2,0,12.2,0,0
TXN-13988,111.44,Payment,POS_Terminal,7,169,5,0,21.7,0,0
TXN-13989,70.54,Purchase,Web_Browser,7,31,2,0,19.5,0,0
TXN-13990,24.39,Payment,Mobile_App,6,149,3,0,4.0,0,0
TXN-13991,15.33,Payment,Mobile_App,14,5,2,1,6.0,0,0
TXN-13992,105.75,Debit,Mobile_App,8,686,5,0,30.5,1,0
TXN-13993,125.08,Payment,Mobile_App,11,225,1,0,19.3,0,0
TXN-13994,7332.61,Transfer,Mobile_App,18,569,4,0,18.7,0,1
TXN-13995,40.85,Transfer,Web_Browser,12,19,2,1,4.7,0,1
TXN-13996,49.83,Payment,Mobile_App,20,78,4,0,23.6,0,0
TXN-13997,122.9,Transfer,ATM,13,91,2,0,6.7,0,0
TXN-13998,55.24,Transfer,Mobile_App,12,147,3,0,7.7,0,0
TXN-13999,30.8,Payment,ATM,17,488,4,0,5.1,0,0
TXN-14000,23.59,Cash_Out,ATM,6,147,3,0,1.9,0,0
TXN-14001,111.99,Debit,Web_Browser,6,69,5,0,8.2,0,0
TXN-14002,40.78,Debit,Web_Browser,15,21,6,0,0.3,0,0
TXN-14003,31.68,Payment,Mobile_App,13,25,6,0,9.1,0,0
TXN-14004,85.64,Payment,Web_Browser,17,429,3,0,19.4,1,1
TXN-14005,26.78,Payment,Mobile_App,20,177,2,0,2232.7,1,0
TXN-14006,30.63,Transfer,Mobile_App,11,389,2,0,1.2,0,0
TXN-14007,56.83,Transfer,Web_Browser,14,344,8,0,5.0,0,0
TXN-14008,34.25,Cash_Out,Mobile_App,13,44,2,0,10.2,0,0
TXN-14009,224.68,Payment,Web_Browser,22,47,3,0,2.8,0,0
TXN-14010,93.07,Payment,Mobile_App,18,423,4,0,1.9,1,0
TXN-14011,61.98,Transfer,Mobile_App,19,384,3,0,9.0,0,0
TXN-14012,222.4,Cash_Out,Mobile_App,9,143,3,0,13.0,0,0
TXN-14013,59.13,Payment,Mobile_App,17,25,3,0,25.7,0,0
TXN-14014,161.08,Cash_Out,Mobile_App,10,4,8,0,91.8,0,0
TXN-14015,20.19,Payment,Mobile_App,9,102,1,0,22.3,0,0
TXN-14016,29.02,Purchase,Mobile_App,20,3,8,0,3.8,0,1
TXN-14017,20.95,Purchase,POS_Terminal,2,79,4,1,20.7,1,0
TXN-14018,90.41,Payment,Mobile_App,21,164,3,0,11.6,0,0
TXN-14019,11.65,Payment,Web_Browser,8,39,5,0,9.0,0,0
TXN-14020,75.01,Transfer,Mobile_App,18,34,5,0,41.2,1,1
TXN-14021,33.32,Payment,POS_Terminal,10,681,3,1,18.2,0,0
TXN-14022,62.21,Cash_Out,Mobile_App,11,265,2,1,17.2,0,0
TXN-14023,53.54,Debit,Mobile_App,9,818,6,0,2179.5,0,0
TXN-14024,6467.52,Cash_Out,Web_Browser,14,128,4,0,30.0,0,1
TXN-14025,510.86,Debit,Mobile_App,11,340,3,0,23.6,0,0
TXN-14026,411.25,Transfer,Web_Browser,15,69,4,0,5.3,0,0
TXN-14027,123.57,Payment,Mobile_App,1,289,6,0,5.2,0,0
TXN-14028,38.74,Debit,ATM,5,42,3,0,0.8,0,0
TXN-14029,1648.22,Transfer,Mobile_App,7,1,5,0,0.8,0,1
TXN-14030,36.69,Cash_Out,Mobile_App,12,805,4,0,16.6,0,0
TXN-14031,26.16,Payment,Web_Browser,18,243,5,0,428.2,0,0
TXN-14032,7.75,Payment,Mobile_App,19,785,4,0,38.6,0,0
TXN-14033,43.47,Purchase,POS_Terminal,9,122,5,0,27.7,0,0
TXN-14034,71.95,Payment,Mobile_App,14,120,4,0,6.4,0,0
TXN-14035,100.63,Purchase,Web_Browser,17,154,3,0,489.1,0,0
TXN-14036,61.12,Purchase,Mobile_App,10,368,3,1,5.9,1,0
TXN-14037,27.27,Debit,POS_Terminal,12,251,2,0,2292.2,0,0
TXN-14038,33.17,Cash_Out,Web_Browser,13,779,2,0,0.5,0,0
TXN-14039,137.48,Cash_Out,Mobile_App,7,8,4,0,9.0,0,1
TXN-14040,9.88,Purchase,Mobile_App,2,370,6,0,43.0,0,0
TXN-14041,32.8,Payment,Mobile_App,8,121,3,0,37.4,0,0
TXN-14042,55.89,Transfer,ATM,15,60,4,1,24.9,0,0
TXN-14043,36.23,Cash_Out,Mobile_App,6,215,6,0,14.9,0,0
TXN-14044,4768.49,Transfer,Mobile_App,8,211,2,0,29.1,0,1
TXN-14045,139.07,Transfer,Mobile_App,11,45,4,1,10.9,0,0
TXN-14046,174.89,Payment,Mobile_App,6,68,2,0,3.0,0,0
TXN-14047,20.34,Cash_Out,Web_Browser,8,158,3,0,17.3,0,0
TXN-14048,5.0,Purchase,ATM,19,158,3,0,38.0,0,0
TXN-14049,403.36,Payment,Web_Browser,2,115,2,0,2140.7,0,0
TXN-14050,36.03,Purchase,POS_Terminal,15,49,4,0,4.3,0,0
TXN-14051,20.64,Cash_Out,Web_Browser,11,2,4,0,4.6,0,1
TXN-14052,48.84,Debit,Mobile_App,15,1055,4,0,1.6,0,0
TXN-14053,75.24,Cash_Out,Mobile_App,14,863,2,0,3.8,1,0
TXN-14054,29.11,Debit,Web_Browser,9,199,5,1,7.3,0,0
TXN-14055,7078.41,Payment,ATM,18,1500,4,0,42.2,1,1
TXN-14056,48.45,Debit,POS_Terminal,13,336,5,0,29.5,0,0
TXN-14057,27.45,Payment,Mobile_App,18,22,1,0,43.8,0,0
TXN-14058,10.66,Purchase,Mobile_App,12,38,2,1,1.9,0,0
TXN-14059,206.83,Purchase,Mobile_App,22,744,6,0,0.4,0,0
TXN-14060,96.03,Payment,ATM,17,299,6,0,1258.9,0,0
TXN-14061,25.33,Payment,POS_Terminal,21,556,5,1,36.9,0,0
TXN-14062,81.92,Debit,POS_Terminal,13,686,3,0,2.6,0,0
TXN-14063,22.89,Payment,Mobile_App,13,179,4,0,12.8,0,0
TXN-14064,52.55,Purchase,Web_Browser,17,15,3,0,3.9,0,0
TXN-14065,98.84,Payment,Mobile_App,19,63,3,1,0.3,0,0
TXN-14066,86.83,Payment,Mobile_App,21,21,4,0,1.3,0,0
TXN-14067,36.36,Purchase,Web_Browser,11,63,5,0,18.6,0,0
TXN-14068,123.51,Cash_Out,Mobile_App,17,159,3,0,3.0,0,0
TXN-14069,55.18,Debit,Mobile_App,9,38,3,0,3.9,0,0
TXN-14070,32.23,Payment,POS_Terminal,14,55,4,0,7.1,0,0
TXN-14071,291.59,Cash_Out,POS_Terminal,8,178,1,0,16.1,0,0
TXN-14072,17.74,Cash_Out,Mobile_App,11,125,3,0,1189.1,0,0
TXN-14073,81.43,Cash_Out,Web_Browser,20,190,2,0,43.4,0,0
TXN-14074,225.15,Cash_Out,Mobile_App,8,169,3,0,8.5,0,0
TXN-14075,9.95,Cash_Out,Web_Browser,15,311,1,0,3.3,0,0
TXN-14076,280.53,Transfer,POS_Terminal,14,831,5,0,11.5,0,0
TXN-14077,295.81,Payment,POS_Terminal,7,35,3,0,9.0,0,0
TXN-14078,34.17,Debit,Web_Browser,11,32,3,0,23.2,0,0
TXN-14079,72.92,Payment,Mobile_App,14,575,5,1,41.0,0,0
TXN-14080,26.14,Cash_Out,Mobile_App,8,212,2,0,27.1,0,0
TXN-14081,23.92,Payment,Mobile_App,17,437,6,0,7.4,0,0
TXN-14082,17.6,Cash_Out,Mobile_App,21,73,5,0,3.7,0,0
TXN-14083,297.17,Debit,POS_Terminal,9,530,3,0,36.9,0,0
TXN-14084,43.28,Payment,Mobile_App,8,773,4,0,7.3,0,0
TXN-14085,13.66,Payment,Mobile_App,12,303,2,0,22.1,0,0
TXN-14086,154.25,Payment,Mobile_App,17,34,2,0,68.4,0,0
TXN-14087,107.05,Cash_Out,ATM,10,677,2,0,12.9,0,0
TXN-14088,79.51,Debit,Mobile_App,2,472,4,0,9.8,0,0
TXN-14089,28.27,Payment,Web_Browser,13,417,2,0,18.1,0,0
TXN-14090,36.48,Debit,Mobile_App,21,12,3,0,3.2,0,0
